SYMBOL	ENSEMBL	seqnames	start	end	width	strand
TBCB	ENSG00000105254	chr19	36114289	36125947	11659	+
CAPNS1	ENSG00000126247	chr19	36139953	36150353	10401	+
	ENSG00000270760	chr19	36144081	36148348	4268	-
COX7A1	ENSG00000161281	chr19	36150922	36152449	1528	-
ZNF565	ENSG00000196357	chr19	36182060	36246257	64198	-
ZNF146	ENSG00000167635	chr19	36214602	36238774	24173	+
	ENSG00000267053	chr19	36304564	36321274	16711	+
LINC00665	ENSG00000232677	chr19	36313067	36331770	18704	-
ZFP14	ENSG00000142065	chr19	36334453	36379201	44749	-
	ENSG00000266973	chr19	36378028	36378832	805	+
	ENSG00000267363	chr19	36379351	36380912	1562	-
ZFP82	ENSG00000181007	chr19	36383120	36418644	35525	-
ZNF566	ENSG00000186017	chr19	36445119	36489902	44784	-
ZNF566-AS1	ENSG00000267309	chr19	36489649	36491040	1392	+
ZNF260	ENSG00000254004	chr19	36510687	36528271	17585	-
	ENSG00000228629	chr19	36528318	36535235	6918	+
ZNF529	ENSG00000186020	chr19	36534774	36605276	70503	-
ZNF529-AS1	ENSG00000233527	chr19	36573070	36594708	21639	+
ZNF382	ENSG00000161298	chr19	36604817	36634114	29298	+
ZNF461	ENSG00000197808	chr19	36636618	36666853	30236	-
	ENSG00000276071	chr19	36668102	36669404	1303	+
ZNF567-DT	ENSG00000225975	chr19	36682636	36687449	4814	-
ZNF567	ENSG00000189042	chr19	36687612	36727701	40090	+
ZNF850	ENSG00000267041	chr19	36714383	36772825	58443	-
LOC728485	ENSG00000267260	chr19	36773112	36777078	3967	+
	ENSG00000267353	chr19	36773712	36775908	2197	-
ZNF790-AS1	ENSG00000267254	chr19	36797502	36831596	34095	+
ZNF790	ENSG00000197863	chr19	36817428	36850787	33360	-
ZNF345	ENSG00000251247	chr19	36850361	36913029	62669	+
ZNF829	ENSG00000185869	chr19	36888124	36916291	28168	-
ZNF568	ENSG00000198453	chr19	36916329	36998700	82372	+
ZNF420	ENSG00000197050	chr19	37007857	37130368	122512	+
LOC105372390	ENSG00000267345	chr19	37075113	37078605	3493	-
	ENSG00000267672	chr19	37091341	37092564	1224	+
ZNF585A	ENSG00000196967	chr19	37106734	37172741	66008	-
	ENSG00000267437	chr19	37128679	37141640	12962	-
ZNF585B	ENSG00000245680	chr19	37181579	37218153	36575	-
ZNF383	ENSG00000188283	chr19	37217926	37248738	30813	+
	ENSG00000267605	chr19	37235507	37304395	68889	-
LINC01535	ENSG00000226686	chr19	37251885	37265535	13651	+
	ENSG00000286449	chr19	37304451	37309641	5191	+
ZNF875	ENSG00000181666	chr19	37312837	37369365	56529	+
	ENSG00000276846	chr19	37314868	37315620	753	-
	ENSG00000267682	chr19	37337236	37337743	508	+
ZNF527	ENSG00000189164	chr19	37371061	37393066	22006	+
ZNF569	ENSG00000196437	chr19	37411155	37469275	58121	-
ZNF570	ENSG00000171827	chr19	37467585	37488652	21068	+
ZNF793-AS1	ENSG00000266916	chr19	37497159	37507122	9964	-
	ENSG00000267115	chr19	37503906	37504465	560	-
ZNF793	ENSG00000188227	chr19	37506939	37548762	41824	+
	ENSG00000180458	chr19	37545470	37549171	3702	-
ZNF571-AS1	ENSG00000267470	chr19	37548914	37587348	38435	+
ZNF540	ENSG00000171817	chr19	37551406	37614179	62774	+
ZNF571	ENSG00000180479	chr19	37554782	37594792	40011	-
ZFP30	ENSG00000120784	chr19	37613749	37692337	78589	-
ZNF781	ENSG00000196381	chr19	37667751	37692315	24565	-
ZNF607	ENSG00000198182	chr19	37696371	37719761	23391	-
	ENSG00000267152	chr19	37728586	37730643	2058	-
	ENSG00000287496	chr19	37728596	37730733	2138	+
ZNF573	ENSG00000189144	chr19	37735833	37817300	81468	-
WDR87	ENSG00000171804	chr19	37884823	37906677	21855	-
SIPA1L3	ENSG00000105738	chr19	37907208	38208369	301162	+
	ENSG00000268051	chr19	37963853	37964790	938	+
	ENSG00000268764	chr19	38108500	38109533	1034	-
	ENSG00000269653	chr19	38184376	38186265	1890	+
	ENSG00000268499	chr19	38199836	38200934	1099	+
DPF1	ENSG00000011332	chr19	38211006	38229714	18709	-
SPINT2	ENSG00000167642	chr19	38244035	38292615	48581	+
PPP1R14A	ENSG00000167641	chr19	38251237	38256532	5296	-
	ENSG00000286037	chr19	38290117	38292423	2307	-
YIF1B	ENSG00000167645	chr19	38303558	38317273	13716	-
C19orf33	ENSG00000167644	chr19	38304164	38305006	843	+
KCNK6	ENSG00000099337	chr19	38319845	38332076	12232	+
CATSPERG	ENSG00000099338	chr19	38335775	38370943	35169	+
	ENSG00000266963	chr19	38361795	38362484	690	-
PSMD8	ENSG00000099341	chr19	38374536	38383824	9289	+
GGN	ENSG00000179168	chr19	38384267	38388082	3816	-
	ENSG00000267090	chr19	38385522	38386759	1238	+
SPRED3	ENSG00000188766	chr19	38388421	38399587	11167	+
FAM98C	ENSG00000130244	chr19	38403135	38409088	5954	+
RASGRP4	ENSG00000171777	chr19	38409051	38426305	17255	-
RYR1	ENSG00000196218	chr19	38433699	38587564	153866	+
	ENSG00000269445	chr19	38526954	38528555	1602	-
LOC124904710	ENSG00000268055	chr19	38535517	38537128	1612	-
MAP4K1	ENSG00000104814	chr19	38587641	38618882	31242	-
MAP4K1-AS1	ENSG00000267291	chr19	38596346	38601694	5349	+
EIF3K	ENSG00000178982	chr19	38619082	38636955	17874	+
ACTN4	ENSG00000130402	chr19	38647649	38731589	83941	+
	ENSG00000267375	chr19	38683873	38693606	9734	-
CAPN12	ENSG00000182472	chr19	38730187	38769904	39718	-
	ENSG00000267892	chr19	38738284	38739863	1580	+
LGALS7	ENSG00000205076	chr19	38770971	38773492	2522	-
LGALS7B	ENSG00000205076	chr19	38770971	38773492	2522	-
LGALS7	ENSG00000178934	chr19	38789200	38791754	2555	+
LGALS7B	ENSG00000178934	chr19	38789200	38791754	2555	+
LGALS4	ENSG00000171747	chr19	38801671	38812945	11275	-
ECH1	ENSG00000104823	chr19	38815422	38831841	16420	-
	ENSG00000268756	chr19	38820166	38823223	3058	+
HNRNPL	ENSG00000104824	chr19	38836388	38852347	15960	-
	ENSG00000269688	chr19	38844729	38845499	771	-
RINL	ENSG00000187994	chr19	38867830	38878275	10446	-
	ENSG00000269050	chr19	38870159	38873763	3605	+
SIRT2	ENSG00000068903	chr19	38878555	38899862	21308	-
NFKBIB	ENSG00000104825	chr19	38899700	38908893	9194	+
CCER2	ENSG00000262484	chr19	38908980	38912158	3179	-
SARS2	ENSG00000104835	chr19	38915266	38930896	15631	-
MRPS12	ENSG00000128626	chr19	38930548	38933162	2615	+
	ENSG00000269486	chr19	38935297	38938632	3336	-
FBXO17	ENSG00000269190	chr19	38941401	38975742	34342	-
	ENSG00000287271	chr19	38975161	39014527	39367	+
FBXO27	ENSG00000161243	chr19	38990714	39032785	42072	-
	ENSG00000267992	chr19	39030436	39031323	888	+
ACP7	ENSG00000183760	chr19	39083913	39111493	27581	+
PAK4	ENSG00000130669	chr19	39125770	39182816	57047	+
	ENSG00000269172	chr19	39134882	39136463	1582	-
NCCRP1	ENSG00000188505	chr19	39196964	39201884	4921	+
SYCN	ENSG00000179751	chr19	39202831	39204266	1436	-
IFNL3	ENSG00000197110	chr19	39243553	39245129	1577	-
IFNL2	ENSG00000183709	chr19	39268514	39270092	1579	+
IFNL1	ENSG00000182393	chr19	39296407	39298673	2267	+
LRFN1	ENSG00000128011	chr19	39306568	39315336	8769	-
	ENSG00000268262	chr19	39314651	39320858	6208	-
GMFG	ENSG00000130755	chr19	39328353	39342372	14020	-
	ENSG00000269246	chr19	39341773	39341945	173	-
SAMD4B	ENSG00000179134	chr19	39342396	39385710	43315	+
PAF1	ENSG00000006712	chr19	39385629	39391154	5526	-
MED29	ENSG00000063322	chr19	39391303	39400641	9339	+
ZFP36	ENSG00000128016	chr19	39406847	39409412	2566	+
PLEKHG2	ENSG00000090924	chr19	39412669	39428415	15747	+
RPS16	ENSG00000105193	chr19	39433137	39435949	2813	-
SUPT5H	ENSG00000196235	chr19	39436156	39476670	40515	+
TIMM50	ENSG00000105197	chr19	39480412	39493785	13374	+
DLL3	ENSG00000090932	chr19	39498895	39508481	9587	+
SELENOV	ENSG00000186838	chr19	39515113	39520686	5574	+
EID2B	ENSG00000176401	chr19	39530987	39532852	1866	-
	ENSG00000269792	chr19	39532412	39534422	2011	+
EID2	ENSG00000176396	chr19	39538707	39540161	1455	-
LGALS13	ENSG00000105198	chr19	39602501	39607474	4974	+
LGALS16	ENSG00000249861	chr19	39655913	39660647	4735	+
LGALS14	ENSG00000006659	chr19	39704481	39709444	4964	+
CLC	ENSG00000105205	chr19	39731255	39738029	6775	-
LEUTX	ENSG00000213921	chr19	39776595	39786167	9573	+
	ENSG00000276445	chr19	39812972	39813555	584	-
DYRK1B	ENSG00000105204	chr19	39825350	39834201	8852	-
FBL	ENSG00000105202	chr19	39834458	39846379	11922	-
FCGBP	ENSG00000275395	chr19	39863323	39934626	71304	-
PSMC4	ENSG00000013275	chr19	39971165	39981764	10600	+
ZNF546	ENSG00000187187	chr19	39984134	40021038	36905	+
ZNF780B	ENSG00000128000	chr19	40028260	40056231	27972	-
ZNF780A	ENSG00000197782	chr19	40069152	40090938	21787	-
	ENSG00000269296	chr19	40090754	40094406	3653	+
MAP3K10	ENSG00000130758	chr19	40191426	40215575	24150	+
TTC9B	ENSG00000174521	chr19	40216058	40218399	2342	-
CCNP	ENSG00000105219	chr19	40222208	40226697	4490	-
AKT2	ENSG00000105221	chr19	40230317	40285536	55220	-
	ENSG00000205041	chr19	40273489	40275479	1991	-
C19orf47	ENSG00000160392	chr19	40319536	40348527	28992	-
PLD3	ENSG00000105223	chr19	40348456	40380439	31984	+
HIPK4	ENSG00000160396	chr19	40379271	40390181	10911	-
PRX	ENSG00000105227	chr19	40393768	40413366	19599	-
SERTAD1	ENSG00000197019	chr19	40421589	40425992	4404	-
	ENSG00000277453	chr19	40426115	40426702	588	+
SERTAD3	ENSG00000167565	chr19	40440844	40444335	3492	-
	ENSG00000268366	chr19	40443436	40444087	652	+
BLVRB	ENSG00000090013	chr19	40447765	40465764	18000	-
SPTBN4	ENSG00000160460	chr19	40466241	40576464	110224	+
SHKBP1	ENSG00000160410	chr19	40576853	40591399	14547	+
LTBP4	ENSG00000090006	chr19	40592883	40629818	36936	+
NUMBL	ENSG00000105245	chr19	40665905	40690972	25068	-
COQ8B	ENSG00000123815	chr19	40691530	40718207	26678	-
ITPKC	ENSG00000086544	chr19	40717112	40740860	23749	+
C19orf54	ENSG00000188493	chr19	40740856	40751553	10698	-
SNRPA	ENSG00000077312	chr19	40750637	40765389	14753	+
MIA	ENSG00000261857	chr19	40771648	40777490	5843	+
RAB4B	ENSG00000167578	chr19	40778216	40796942	18727	+
	ENSG00000282951	chr19	40779780	40796943	17164	-
EGLN2	ENSG00000269858	chr19	40798996	40808434	9439	+
	ENSG00000269843	chr19	40831221	40837210	5990	-
CYP2A6	ENSG00000255974	chr19	40843541	40850447	6907	-
CYP2A7	ENSG00000198077	chr19	40875439	40882752	7314	-
	ENSG00000269353	chr19	40946347	40947450	1104	+
CYP2B6	ENSG00000197408	chr19	40991282	41018398	27117	+
CYP2A13	ENSG00000197838	chr19	41088451	41096195	7745	+
CYP2F1	ENSG00000197446	chr19	41114432	41128381	13950	+
CYP2S1	ENSG00000167600	chr19	41193210	41207539	14330	+
AXL	ENSG00000167601	chr19	41219223	41261766	42544	+
	ENSG00000269652	chr19	41221426	41222051	626	-
HNRNPUL1	ENSG00000105323	chr19	41262496	41307787	45292	+
TGFB1	ENSG00000105329	chr19	41301587	41353922	52336	-
LOC105372401	ENSG00000286177	chr19	41307397	41310412	3016	-
CCDC97	ENSG00000142039	chr19	41310172	41324873	14702	+
TMEM91	ENSG00000142046	chr19	41350911	41384083	33173	+
B9D2	ENSG00000123810	chr19	41354417	41364165	9749	-
	ENSG00000277744	chr19	41373971	41374419	449	+
EXOSC5	ENSG00000077348	chr19	41386374	41397359	10986	-
BCKDHA	ENSG00000248098	chr19	41397808	41425002	27195	+
	ENSG00000268987	chr19	41399372	41400365	994	+
	ENSG00000268475	chr19	41425359	41426237	879	+
B3GNT8	ENSG00000177191	chr19	41425359	41428730	3372	-
DMAC2	ENSG00000105341	chr19	41431318	41440717	9400	-
ERICH4	ENSG00000204978	chr19	41443156	41444765	1610	+
PCAT19	ENSG00000267107	chr19	41449520	41501223	51704	-
	ENSG00000268355	chr19	41531206	41532174	969	+
LINC01480	ENSG00000270164	chr19	41535183	41536904	1722	+
	ENSG00000268027	chr19	41545192	41555462	10271	+
CEACAM21	ENSG00000007129	chr19	41549518	41586844	37327	+
CEACAM4	ENSG00000105352	chr19	41618971	41627074	8104	-
CEACAM7	ENSG00000007306	chr19	41673303	41706976	33674	-
CEACAM5	ENSG00000105388	chr19	41708585	41729798	21214	+
CEACAM6	ENSG00000086548	chr19	41750977	41772211	21235	+
	ENSG00000268833	chr19	41757898	41786893	28996	-
CEACAM3	ENSG00000170956	chr19	41796587	41811554	14968	+
	ENSG00000278239	chr19	41833686	41835950	2265	-
LYPD4	ENSG00000273111	chr19	41837074	41844697	7624	-
DMRTC2	ENSG00000142025	chr19	41844743	41852333	7591	+
RPS19	ENSG00000105372	chr19	41860255	41872925	12671	+
CD79A	ENSG00000105369	chr19	41877120	41881372	4253	+
ARHGEF1	ENSG00000076928	chr19	41883161	41930150	46990	+
ERFL	ENSG00000268041	chr19	41907705	41928516	20812	-
RABAC1	ENSG00000105404	chr19	41956681	41959321	2641	-
ATP1A3	ENSG00000105409	chr19	41966582	41997497	30916	-
GRIK5	ENSG00000105737	chr19	41998321	42069498	71178	-
ZNF574	ENSG00000105732	chr19	42068477	42081552	13076	+
POU2F2	ENSG00000028277	chr19	42086110	42196585	110476	-
	ENSG00000254887	chr19	42132555	42137099	4545	+
	ENSG00000259436	chr19	42152569	42157523	4955	+
DEDD2	ENSG00000160570	chr19	42198598	42220140	21543	-
ZNF526	ENSG00000167625	chr19	42220312	42228201	7890	+
GSK3A	ENSG00000105723	chr19	42230190	42242625	12436	-
ERF	ENSG00000105722	chr19	42247569	42255128	7560	-
CIC	ENSG00000079432	chr19	42268537	42295797	27261	+
PAFAH1B3	ENSG00000079462	chr19	42297033	42303546	6514	-
PRR19	ENSG00000188368	chr19	42302098	42310821	8724	+
TMEM145	ENSG00000167619	chr19	42313309	42325064	11756	+
MEGF8	ENSG00000105429	chr19	42325609	42378769	53161	+
CNFN	ENSG00000105427	chr19	42387019	42390297	3279	-
LIPE-AS1	ENSG00000213904	chr19	42397128	42652355	255228	+
LOC101930071	ENSG00000213904	chr19	42397128	42652355	255228	+
LIPE	ENSG00000079435	chr19	42401514	42427388	25875	-
	ENSG00000268605	chr19	42424384	42425071	688	-
CXCL17	ENSG00000189377	chr19	42428278	42442946	14669	-
CEACAM1	ENSG00000079385	chr19	42507304	42561234	53931	-
CEACAM8	ENSG00000124469	chr19	42580243	42595055	14813	-
PSG3	ENSG00000221826	chr19	42721638	42740481	18844	-
PSG8	ENSG00000124467	chr19	42752686	42855691	103006	-
PSG8-AS1	ENSG00000225877	chr19	42821863	42826878	5016	+
PSG1	ENSG00000231924	chr19	42866464	42879822	13359	-
PSG6	ENSG00000170848	chr19	42902079	42919563	17485	-
PSG7	ENSG00000221878	chr19	42924132	42937207	13076	-
	ENSG00000282943	chr19	42977463	43171515	194053	+
PSG11	ENSG00000243130	chr19	43007656	43026474	18819	-
PSG2	ENSG00000242221	chr19	43064209	43083045	18837	-
	ENSG00000227606	chr19	43153279	43160862	7584	+
PSG5	ENSG00000204941	chr19	43166256	43186536	20281	-
PSG4	ENSG00000243137	chr19	43192702	43207299	14598	-
PSG9	ENSG00000183668	chr19	43211791	43269530	57740	-
	ENSG00000231412	chr19	43329295	43331430	2136	-
CD177	ENSG00000204936	chr19	43353686	43363172	9487	+
	ENSG00000272396	chr19	43360685	43368970	8286	-
TEX101	ENSG00000131126	chr19	43401496	43418597	17102	+
LYPD3	ENSG00000124466	chr19	43460787	43465608	4822	-
PHLDB3	ENSG00000176531	chr19	43474954	43504935	29982	-
ETHE1	ENSG00000105755	chr19	43506719	43527230	20512	-
ZNF575	ENSG00000176472	chr19	43525497	43536130	10634	+
XRCC1	ENSG00000073050	chr19	43543040	43580473	37434	-
	ENSG00000269177	chr19	43553445	43555494	2050	+
	ENSG00000269583	chr19	43574638	43575618	981	+
PINLYP	ENSG00000234465	chr19	43575801	43583964	8164	+
IRGQ	ENSG00000167378	chr19	43584369	43596135	11767	-
ZNF576	ENSG00000124444	chr19	43596392	43601157	4766	+
SRRM5	ENSG00000226763	chr19	43596617	43614498	17882	+
ZNF428	ENSG00000131116	chr19	43607224	43619629	12406	-
CADM4	ENSG00000105767	chr19	43622368	43639850	17483	-
PLAUR	ENSG00000011422	chr19	43646095	43670547	24453	-
IRGC	ENSG00000124449	chr19	43716076	43720021	3946	+
SMG9	ENSG00000105771	chr19	43727983	43754962	26980	-
KCNN4	ENSG00000104783	chr19	43766533	43781257	14725	-
LYPD5	ENSG00000159871	chr19	43785874	43827206	41333	-
	ENSG00000268601	chr19	43794309	43795658	1350	-
ZNF283	ENSG00000167637	chr19	43827321	43852017	24697	+
ZNF404	ENSG00000176222	chr19	43872365	43901385	29021	-
LOC100505715	ENSG00000267058	chr19	43891804	43901805	10002	-
	ENSG00000286613	chr19	43897211	43898533	1323	-
ZNF45-AS1	ENSG00000267191	chr19	43901909	43927767	25859	+
ZNF45	ENSG00000124459	chr19	43912624	43935282	22659	-
ZNF221	ENSG00000159905	chr19	43951223	43967709	16487	+
ZNF155	ENSG00000204920	chr19	43967862	43998326	30465	+
	ENSG00000277806	chr19	43976815	43977448	634	+
	ENSG00000278492	chr19	43978376	43978663	288	+
ZNF230-DT	ENSG00000266921	chr19	43996896	44003298	6403	-
ZNF230	ENSG00000159882	chr19	44002957	44013924	10968	+
	ENSG00000267144	chr19	44023118	44025262	2145	-
ZNF222	ENSG00000159885	chr19	44025342	44033110	7769	+
ZNF223	ENSG00000178386	chr19	44051367	44067999	16633	+
ZNF284	ENSG00000186026	chr19	44072159	44089613	17455	+
ZNF224	ENSG00000267680	chr19	44094339	44109886	15548	+
ZNF225-AS1	ENSG00000186019	chr19	44103007	44113183	10177	-
ZNF225	ENSG00000256294	chr19	44112181	44134822	22642	+
ZNF234	ENSG00000263002	chr19	44141554	44160313	18760	+
	ENSG00000287035	chr19	44162527	44164955	2429	-
ZNF226	ENSG00000167380	chr19	44165073	44178381	13309	+
ZNF227	ENSG00000131115	chr19	44207547	44237268	29722	+
ZNF235	ENSG00000159917	chr19	44228729	44305046	76318	-
ZNF233	ENSG00000159915	chr19	44259880	44275317	15438	+
ZNF112	ENSG00000062370	chr19	44326555	44367217	40663	-
ZNF285	ENSG00000267508	chr19	44382298	44401608	19311	-
ZNF229	ENSG00000278318	chr19	44417519	44448578	31060	-
ZNF180	ENSG00000167384	chr19	44474428	44500524	26097	-
CEACAM20	ENSG00000273777	chr19	44501677	44529788	28112	-
	ENSG00000267614	chr19	44536263	44536613	351	-
IGSF23	ENSG00000216588	chr19	44613563	44636781	23219	+
	ENSG00000266903	chr19	44631573	44725217	93645	-
PVR	ENSG00000073008	chr19	44643798	44666162	22365	+
CEACAM19	ENSG00000186567	chr19	44662278	44684359	22082	+
CEACAM16	ENSG00000213892	chr19	44699151	44710718	11568	+
BCL3	ENSG00000069399	chr19	44747705	44760044	12340	+
CBLC	ENSG00000142273	chr19	44777869	44800652	22784	+
	ENSG00000285128	chr19	44803701	44804010	310	+
BCAM	ENSG00000187244	chr19	44809059	44821421	12363	+
NECTIN2	ENSG00000130202	chr19	44846175	44889223	43049	+
	ENSG00000267282	chr19	44882027	44890876	8850	-
TOMM40	ENSG00000130204	chr19	44890569	44903689	13121	+
APOE	ENSG00000130203	chr19	44905791	44909393	3603	+
APOC1	ENSG00000130208	chr19	44914247	44919349	5103	+
APOC4	ENSG00000267467	chr19	44942237	44945496	3260	+
APOC2	ENSG00000234906	chr19	44945971	44949566	3596	+
	ENSG00000267114	chr19	44950044	44954007	3964	-
CLPTM1	ENSG00000104853	chr19	44954585	44993341	38757	+
RELB	ENSG00000104856	chr19	45001449	45038198	36750	+
CLASRP	ENSG00000104859	chr19	45039045	45070956	31912	+
ZNF296	ENSG00000170684	chr19	45071500	45076587	5088	-
GEMIN7-AS1	ENSG00000267348	chr19	45076510	45092635	16126	-
GEMIN7	ENSG00000142252	chr19	45079195	45091518	12324	+
MARK4	ENSG00000007047	chr19	45079288	45305284	225997	+
PPP1R37	ENSG00000104866	chr19	45091396	45148077	56682	+
	ENSG00000267044	chr19	45135993	45136977	985	-
NKPD1	ENSG00000179846	chr19	45149750	45158737	8988	-
TRAPPC6A	ENSG00000007255	chr19	45162928	45178237	15310	-
BLOC1S3	ENSG00000189114	chr19	45178745	45216933	38189	+
EXOC3L2	ENSG00000283632	chr19	45212621	45245431	32811	-
CKM	ENSG00000104879	chr19	45306413	45322875	16463	-
KLC3	ENSG00000104892	chr19	45333434	45351520	18087	+
ERCC2	ENSG00000104884	chr19	45349837	45370918	21082	-
PPP1R13L	ENSG00000104881	chr19	45379638	45406349	26712	-
POLR1G	ENSG00000117877	chr19	45406209	45410766	4558	+
ERCC1	ENSG00000012061	chr19	45407333	45478828	71496	-
FOSB	ENSG00000125740	chr19	45467995	45475179	7185	+
RTN2	ENSG00000125744	chr19	45485294	45497055	11762	-
PPM1N	ENSG00000213889	chr19	45488777	45502510	13734	+
VASP	ENSG00000125753	chr19	45506579	45526983	20405	+
OPA3	ENSG00000125741	chr19	45527427	45602212	74786	-
GPR4	ENSG00000177464	chr19	45589764	45602212	12449	-
EML2	ENSG00000125746	chr19	45606994	45645629	38636	-
EML2-AS1	ENSG00000267757	chr19	45641494	45642840	1347	+
GIPR	ENSG00000010310	chr19	45668221	45683722	15502	+
SNRPD2	ENSG00000125743	chr19	45687454	45692569	5116	-
QPCTL	ENSG00000011478	chr19	45692666	45703989	11324	+
FBXO46	ENSG00000177051	chr19	45710629	45730896	20268	-
MEIOSIN	ENSG00000237452	chr19	45733251	45764534	31284	+
SIX5	ENSG00000177045	chr19	45764785	45769252	4468	-
	ENSG00000259605	chr19	45764785	45769806	5022	+
DM1-AS	ENSG00000267395	chr19	45767796	45772504	4709	+
DMPK	ENSG00000104936	chr19	45769717	45782552	12836	-
DMWD	ENSG00000185800	chr19	45782947	45792845	9899	-
RSPH6A	ENSG00000104941	chr19	45795713	45815308	19596	-
SYMPK	ENSG00000125755	chr19	45815410	45863194	47785	-
	ENSG00000269148	chr19	45830164	45831108	945	+
FOXA3	ENSG00000170608	chr19	45863989	45873797	9809	+
IRF2BP1	ENSG00000170604	chr19	45883608	45886141	2534	-
MYPOP	ENSG00000176182	chr19	45890023	45902613	12591	-
NANOS2	ENSG00000188425	chr19	45913214	45914778	1565	-
NOVA2	ENSG00000104967	chr19	45933734	45973865	40132	-
CCDC61	ENSG00000104983	chr19	45995461	46021318	25858	+
PGLYRP1	ENSG00000008438	chr19	46019153	46023053	3901	-
LOC105372421	ENSG00000268401	chr19	46027648	46031667	4020	+
IGFL4	ENSG00000204869	chr19	46039748	46077118	37371	-
	ENSG00000267922	chr19	46101122	46196218	95097	+
IGFL3	ENSG00000188624	chr19	46120067	46124688	4622	-
IGFL2	ENSG00000204866	chr19	46143106	46161299	18194	+
	ENSG00000269729	chr19	46163893	46180647	16755	-
IGFL2-AS1	ENSG00000268621	chr19	46189029	46203160	14132	-
LOC93429	ENSG00000268460	chr19	46201552	46214838	13287	+
	ENSG00000269745	chr19	46228964	46230388	1425	-
IGFL1	ENSG00000188293	chr19	46229742	46231243	1502	+
HIF3A	ENSG00000124440	chr19	46297046	46343433	46388	+
	ENSG00000269124	chr19	46320197	46340004	19808	-
PPP5C	ENSG00000011485	chr19	46347087	46392981	45895	+
	ENSG00000268810	chr19	46382492	46383169	678	-
	ENSG00000269151	chr19	46390515	46390852	338	-
CCDC8	ENSG00000169515	chr19	46410329	46413564	3236	-
PNMA8C	ENSG00000277531	chr19	46424697	46428951	4255	-
PNMA8A	ENSG00000182013	chr19	46466491	46471563	5073	-
